188,11299,477,5975,559,306,31,3183,490,23,1002,179,33,38,356,296,229,394,2352,1221,1808,45,321,14,43,110,45,2781,101,10425,351,536,356,69,320,642,47,266,9,671,2459,341,78,640,13008,39,201,27
1069,7323,553,6786,892,472,35,6461,1262,45,1244,341,198,129,476,339,416,818,2580,2961,1103,122,422,32,95,150,105,2302,67,15972,803,365,1094,235,357,1698,122,1101,25,834,4407,287,242,1542,24996,79,524,19
897,4003,814,12643,830,474,58,7935,1381,80,2213,1564,200,189,792,579,542,972,4537,3499,1189,171,533,55,197,303,128,3632,162,18737,1191,229,2169,219,1218,1456,169,1155,45,877,12821,351,200,1502,38623,116,471,14
235,2411,538,11972,456,228,44,6080,905,42,1072,973,101,165,400,320,440,634,3731,1182,688,81,275,23,84,311,87,1738,88,19554,2921,79,2257,241,894,1077,715,769,28,614,7074,368,106,853,26811,177,234,7
279,1243,72,7037,311,174,22,5239,514,19,693,433,50,66,196,146,388,398,1349,1046,311,38,136,3,33,127,43,1541,57,12581,693,76,3137,76,744,540,745,711,16,384,4692,156,77,741,14009,52,130,4
417,755,363,11169,540,519,106,8600,1175,50,1500,2103,135,180,422,347,463,1042,2251,2089,1654,124,409,49,245,225,147,2519,121,23478,2935,90,2894,192,1124,1292,2179,889,40,940,4991,298,172,1389,29839,97,446,11
343,2465,604,16031,769,630,113,8376,1421,63,1584,1962,228,246,466,613,350,1232,5165,1822,1599,130,379,95,275,399,175,1718,176,29004,7032,81,2438,225,980,1834,1744,574,40,794,6632,467,169,1273,36214,125,464,19
129,1138,2312,12385,385,973,30,10074,1426,40,1349,742,86,193,607,777,354,559,2183,972,589,120,192,43,81,345,43,1670,206,14317,1992,64,1247,184,604,925,526,310,36,577,4056,122,101,606,24774,34,395,9
131,1048,288,8277,179,230,28,2691,973,28,1083,580,37,78,188,131,202,517,2428,723,355,32,114,13,51,100,54,1049,119,11973,2034,57,1422,88,519,632,566,222,11,339,2828,60,76,338,14966,50,88,1
243,1149,1046,10438,403,464,81,5878,2228,39,2268,580,185,175,391,334,489,782,2736,1899,687,107,326,42,150,172,124,1820,117,16654,1908,78,1557,172,950,1244,560,520,91,730,4529,172,117,1013,25828,110,335,7
207,565,1851,9683,397,245,67,4976,1632,62,2085,246,118,117,694,1175,303,527,1994,988,420,152,209,17,128,223,82,1488,106,13153,996,57,1071,141,637,932,446,228,83,458,3862,231,192,742,23267,48,471,7
53,233,1038,5585,185,402,17,6652,695,12,843,136,36,91,289,375,175,282,836,627,643,49,123,23,39,108,29,652,75,7104,306,21,435,68,342,701,299,96,36,251,1842,108,31,439,12108,85,272,10
65,272,1436,6145,178,759,29,6606,919,8,3136,142,33,124,435,427,280,266,1022,506,622,19,132,10,30,118,74,1110,125,9307,366,37,694,56,450,1252,130,109,32,345,2063,92,109,506,14266,37,360,5
142,410,1716,7473,440,896,47,10507,840,25,2440,276,97,178,501,1297,433,1057,1596,831,2147,72,249,15,90,148,94,1501,83,18861,676,57,983,116,497,1848,187,173,35,450,3086,170,94,768,24761,65,451,16
282,667,1162,12916,747,780,27,13818,1187,40,2392,337,187,147,432,1214,275,948,2588,2386,2253,82,216,32,133,205,84,1260,91,21456,661,75,767,174,668,1682,302,167,37,555,3497,299,224,982,26561,136,472,17
122,537,203,6961,284,203,30,5472,594,30,1250,145,55,120,304,332,168,569,1282,1448,665,47,243,35,64,123,43,761,100,9623,393,58,555,90,311,965,258,201,10,404,2411,124,360,699,17992,115,324,4
81,232,380,5084,170,218,12,5050,455,15,797,112,46,61,122,256,147,505,1140,2503,605,11,161,16,44,99,50,575,28,11296,243,27,376,62,408,589,281,80,9,198,1587,62,275,400,13972,122,157,4
518,769,698,10793,511,561,49,6921,1238,59,2060,342,174,159,632,808,269,1331,2156,2496,1334,107,531,137,217,244,131,1430,137,21396,740,34,1163,186,398,1512,387,132,70,755,3874,167,209,1774,41342,126,459,18
484,2672,491,18505,641,731,63,9438,1456,75,3999,340,202,185,1449,796,214,1296,2777,2585,1111,169,598,59,184,309,95,2908,190,18996,1149,76,1998,199,667,1886,370,679,36,948,5204,366,93,1682,41417,74,854,37
163,612,200,11681,440,329,40,4466,1116,25,4875,243,187,113,325,387,132,490,2434,4920,914,52,908,185,104,207,54,802,127,12435,524,29,798,155,580,1195,112,264,39,643,3453,210,50,859,27593,50,365,10
115,464,120,6360,230,153,27,3896,591,44,1122,119,58,89,259,180,115,478,1615,8104,661,38,220,34,97,125,27,511,41,9471,400,35,516,64,702,592,143,164,15,509,1766,91,35,717,16442,32,513,11
590,724,271,7835,521,399,64,5819,1338,66,2213,420,159,237,362,437,243,1039,2251,9150,1009,134,1138,53,259,191,132,1329,197,15890,1035,42,1342,394,861,1254,205,685,32,1161,4385,298,40,1603,29622,66,474,21
427,1574,530,17855,724,344,57,4784,1678,68,7622,554,219,245,419,538,178,970,3266,5402,789,119,1337,54,198,369,118,1110,279,20673,967,31,2113,473,690,1647,260,504,42,1006,7205,749,65,1602,41466,80,525,10
385,467,257,8617,422,254,53,3305,1086,43,4900,293,462,85,519,367,173,502,2005,1294,695,56,759,92,108,116,54,561,102,11387,471,25,960,159,844,1289,232,240,20,701,6548,225,208,745,25874,82,248,39
1497,304,82,8749,275,323,14,2791,918,28,5772,276,102,51,128,252,128,307,1636,1271,1227,11,793,89,60,89,31,465,111,11510,644,16,614,149,396,835,62,150,6,410,2779,109,200,495,31329,38,159,1
2678,534,324,10578,646,742,50,6304,2534,47,5540,732,605,132,384,663,196,1166,2413,1602,1582,113,980,88,129,186,136,1290,125,18023,986,36,1305,192,946,1592,128,656,33,902,4957,692,147,1322,41163,97,364,12
1482,602,405,12122,668,601,55,5487,2371,88,3994,535,1153,189,1136,756,156,1066,2759,2098,1141,131,494,90,171,217,81,1104,148,15416,756,34,1027,162,1224,2606,294,606,30,1264,8844,393,240,1176,34573,75,475,67
452,584,966,8211,423,201,16,3029,635,33,1218,237,249,82,346,251,129,405,1418,1958,424,29,464,22,71,172,45,695,95,7994,391,18,439,89,623,1022,196,187,27,386,4281,391,343,524,17620,45,154,56
343,291,198,7081,191,272,33,2829,685,23,1316,261,319,58,367,167,134,379,1594,2485,392,13,507,14,36,152,36,505,52,9319,292,12,462,65,874,997,69,162,13,375,4171,249,62,672,16332,34,157,74
721,868,3318,9133,472,543,72,5242,1126,58,2098,478,553,183,787,454,495,940,2769,2662,1477,90,567,32,165,186,113,1405,99,18764,821,30,908,159,728,2105,273,626,47,886,6933,286,135,1709,32448,58,471,57
655,1225,4589,12808,1051,538,49,8190,1449,56,2247,438,388,215,653,704,538,1099,2908,2213,988,130,450,91,165,290,124,2051,156,23412,893,14,1163,227,847,2348,426,573,69,1003,7147,281,2555,1175,34013,76,676,17
705,628,1750,9144,438,155,16,5457,500,52,979,137,119,67,432,235,218,449,1487,596,725,49,201,30,45,145,45,886,72,11640,525,170,1430,179,601,849,274,340,16,671,3273,291,661,511,18930,36,332,7
535,380,1505,8432,386,151,26,4925,532,44,1785,126,105,49,189,172,230,281,1352,537,646,11,190,23,30,84,28,910,54,10631,404,17,1442,122,610,698,225,212,8,401,2522,160,951,383,12770,21,153,2
746,523,1151,10899,544,545,51,8514,916,44,2899,427,233,148,638,360,453,1005,2218,1202,781,69,311,26,155,148,64,1404,124,15705,823,25,4092,229,691,1425,305,363,32,897,4624,292,559,1188,20552,118,520,14
754,1018,828,11584,691,351,50,7867,952,78,2546,274,272,192,896,322,360,1037,3332,1082,1372,70,307,59,132,305,64,1239,146,17908,998,22,4003,267,512,1414,379,832,27,791,4238,369,350,954,28803,83,346,8
148,818,144,3789,227,82,8,2018,364,44,642,140,34,699,283,90,254,208,777,192,386,21,145,9,56,101,16,489,48,5540,319,51,1098,64,413,381,102,156,8,388,2110,135,45,178,10476,11,178,4
178,968,184,5643,239,146,17,2755,493,24,1224,164,45,795,575,112,370,396,1411,308,426,21,281,9,71,143,39,585,44,12829,489,57,1511,62,676,516,246,317,10,676,2873,143,85,313,15551,43,184,2
2329,975,735,6988,465,369,48,5782,879,45,1554,251,126,1178,538,767,493,584,2494,2061,1094,278,377,37,127,134,91,1019,92,15381,1134,34,1347,522,493,1254,227,647,82,841,3287,252,93,838,22311,66,493,32
1363,851,1556,16649,597,370,55,4499,1069,54,1962,327,330,511,319,505,207,707,2313,2496,724,250,416,18,176,196,83,1211,109,19410,1370,23,1007,438,564,1128,256,569,171,828,4682,337,74,1199,25268,92,955,17
172,808,225,4863,145,1091,9,971,313,35,517,192,83,71,251,122,58,408,959,652,180,31,89,11,41,58,5,263,40,7527,341,8,240,90,431,274,53,79,59,267,1932,78,38,209,7388,28,340,1
204,962,1033,6784,156,1753,15,1516,482,47,908,1141,61,65,217,120,118,1367,2217,951,186,42,171,6,37,70,17,413,54,12440,464,31,396,144,816,705,230,107,35,1156,2352,113,46,312,11134,26,366,2
388,1320,611,12760,411,4331,44,6535,881,67,1525,561,189,137,321,298,443,1224,2795,1296,981,99,305,42,146,125,43,3288,130,20083,839,33,1290,193,1041,1288,195,299,70,1321,4491,220,349,1194,24856,84,1007,95
251,1070,212,15987,582,3208,44,7932,945,41,1096,239,257,154,285,324,204,628,2681,1311,648,113,489,39,469,434,115,2597,251,21032,799,34,1624,147,713,1241,177,215,37,1250,4947,499,248,1132,26137,163,782,21
280,962,690,12041,582,992,17,4755,2692,196,1098,411,123,110,294,449,157,2205,2380,1579,747,63,643,37,174,291,46,1416,120,18051,752,32,1180,169,1307,1191,494,185,34,1254,5488,326,227,1077,24112,162,477,24
83,785,510,6390,270,912,16,2861,422,151,862,108,33,28,147,241,171,234,1177,477,721,11,524,20,168,263,23,655,113,11988,374,13,431,88,443,537,72,75,6,810,3174,129,109,530,15203,42,105,3
674,1401,1290,7702,628,787,43,4255,1069,538,1259,720,173,120,218,356,240,991,1702,1973,1179,80,710,39,186,256,71,1542,143,20686,776,20,1134,162,909,1395,192,166,19,1096,4431,212,116,1668,23668,108,530,22
682,1629,1269,17024,875,689,33,6030,3974,370,2225,598,264,190,562,673,354,1991,2390,2727,924,132,619,40,160,297,140,2408,210,28438,1097,58,2201,253,1906,1709,366,271,29,1153,5842,309,85,1647,29154,116,849,19
301,504,344,5911,186,186,7,1835,1348,98,535,141,110,30,92,156,58,1508,903,848,378,52,193,11,89,127,30,569,78,8909,223,54,374,522,585,360,366,279,7,316,2566,94,84,618,12733,26,171,5
261,431,305,5046,187,423,17,2079,1238,68,1942,152,77,25,134,151,145,1937,1352,1055,417,45,233,25,59,113,16,622,51,10608,266,54,436,549,720,471,419,283,9,592,2241,55,48,693,12586,85,175,11
399,1057,372,10735,581,814,58,4452,2260,83,2206,341,179,133,441,422,416,3050,2674,1751,747,144,360,35,215,168,78,1300,91,20905,1040,70,1158,465,827,1278,407,725,25,765,4020,327,92,1587,28939,130,477,18
660,965,851,15382,818,821,63,7284,1816,80,1999,317,637,141,646,605,283,2004,3101,2886,1126,129,462,60,200,318,187,1509,222,28624,1014,48,1820,312,821,1453,681,2223,73,835,4571,480,543,1907,38410,149,638,10
78,324,198,7518,196,172,9,2079,330,16,474,99,239,46,172,197,44,553,693,408,480,43,302,9,37,98,27,527,76,7250,451,48,331,47,394,856,135,624,8,802,2646,124,150,333,11245,30,111,3
155,294,169,7102,146,228,35,3308,585,25,701,136,317,35,105,200,105,625,1047,658,382,45,402,12,40,150,51,629,53,10133,552,23,366,81,442,826,145,641,8,1039,2624,97,196,556,12144,28,192,4
276,1591,388,9458,514,518,77,7208,1572,43,1423,656,309,104,746,550,280,1173,1904,1072,1612,93,725,36,209,188,104,1294,142,17971,1405,21,979,208,933,1318,269,942,24,961,6261,219,162,1449,27924,68,569,10
626,1184,2187,22019,885,871,73,5763,2024,75,2092,517,255,158,3336,546,188,1685,2179,1112,1442,131,691,129,194,403,143,1532,308,25520,985,41,1658,322,1155,1681,344,514,32,906,8029,343,152,1525,47930,79,652,25
224,599,1025,12986,529,325,12,3260,913,36,827,201,61,132,1268,589,184,595,3543,708,700,93,327,29,65,170,63,1353,229,18366,684,15,1050,159,807,745,535,196,11,605,2467,203,127,787,24244,24,243,20
169,291,505,7632,385,359,17,2606,870,66,753,160,86,35,1001,224,183,570,2511,418,405,38,396,33,31,118,40,648,190,15027,483,18,863,102,801,569,178,121,4,692,1876,70,41,975,17156,12,136,17
426,429,597,10177,631,540,96,4085,1782,52,1523,431,188,122,1071,1626,574,1195,9279,1154,1179,83,473,35,155,164,190,1529,147,18551,1076,14,1395,234,1010,1359,338,322,18,1037,3215,319,203,1719,29013,60,555,33
412,1373,771,18139,729,559,68,5776,1812,84,2086,581,206,532,986,2289,589,957,5503,1484,1636,175,448,48,210,325,98,1755,296,27537,1330,44,1752,260,961,1599,302,482,38,943,3787,476,302,1856,39143,66,708,23
