200.0,59.0,110.0,64.0,33.0,73.0,30.0,119.0,193.0,263.0,681.0,394.0,178.0,373.0,252.0,550.0,10877.0,499.0,704.0,120.0,68.0,304.0,240.0,44.0,109.0,1.0,128.0,48.0,13.0,30.0,24
205.0,65.0,122.0,70.0,34.0,79.0,41.0,151.0,207.0,296.0,767.0,460.0,191.0,456.0,264.0,648.0,13125.0,562.0,783.0,129.0,75.0,335.0,268.0,56.0,114.0,1.0,140.0,53.0,15.0,33.0,29
229.0,67.0,129.0,76.0,39.0,85.0,52.0,183.0,228.0,318.0,817.0,507.0,194.0,521.0,292.0,717.0,16142.0,607.0,846.0,137.0,86.0,361.0,277.0,55.0,119.0,1.0,159.0,51.0,14.0,33.0,32
243.0,76.0,144.0,78.0,42.0,89.0,55.0,219.0,232.0,339.0,860.0,557.0,201.0,563.0,320.0,795.0,18953.0,630.0,901.0,154.0,98.0,376.0,290.0,65.0,126.0,1.0,164.0,56.0,15.0,39.0,36
264.0,79.0,150.0,81.0,45.0,92.0,61.0,265.0,247.0,365.0,883.0,618.0,204.0,616.0,349.0,828.0,21245.0,660.0,946.0,155.0,107.0,384.0,302.0,75.0,123.0,1.0,167.0,58.0,15.0,38.0,39
281.0,84.0,165.0,84.0,47.0,97.0,65.0,282.0,245.0,388.0,873.0,674.0,215.0,643.0,372.0,865.0,23735.0,647.0,983.0,166.0,110.0,389.0,304.0,82.0,121.0,1.0,175.0,67.0,15.0,30.0,42
289.0,86.0,172.0,93.0,49.0,95.0,66.0,293.0,249.0,397.0,874.0,707.0,215.0,666.0,381.0,880.0,25620.0,652.0,990.0,177.0,112.0,400.0,315.0,92.0,123.0,1.0,183.0,64.0,15.0,32.0,45
293.0,87.0,177.0,94.0,53.0,95.0,67.0,301.0,251.0,411.0,850.0,742.0,222.0,666.0,400.0,882.0,27777.0,671.0,992.0,186.0,119.0,407.0,325.0,99.0,130.0,1.0,183.0,66.0,15.0,36.0,49
294.0,95.0,191.0,92.0,53.0,92.0,63.0,332.0,251.0,422.0,847.0,755.0,222.0,676.0,407.0,887.0,29418.0,665.0,965.0,182.0,124.0,417.0,332.0,110.0,133.0,1.0,187.0,62.0,13.0,31.0,52
296.0,101.0,197.0,91.0,54.0,96.0,61.0,347.0,254.0,418.0,810.0,762.0,219.0,692.0,405.0,889.0,30680.0,642.0,944.0,190.0,130.0,422.0,344.0,115.0,128.0,0.0,182.0,57.0,9.0,34.0,56
297.0,96.0,197.0,93.0,55.0,95.0,60.0,362.0,253.0,431.0,785.0,753.0,222.0,702.0,404.0,873.0,44747.0,629.0,927.0,189.0,127.0,397.0,347.0,108.0,129.0,0.0,183.0,51.0,7.0,40.0,57
292.0,89.0,196.0,88.0,59.0,90.0,61.0,372.0,228.0,436.0,752.0,741.0,218.0,713.0,387.0,827.0,48086.0,624.0,899.0,190.0,116.0,393.0,349.0,112.0,126.0,0.0,176.0,51.0,7.0,43.0,59
277.0,85.0,190.0,85.0,61.0,88.0,62.0,357.0,202.0,418.0,734.0,729.0,214.0,703.0,376.0,821.0,49585.0,576.0,884.0,191.0,123.0,354.0,351.0,102.0,126.0,0.0,172.0,41.0,5.0,37.0,60
272.0,79.0,195.0,79.0,62.0,81.0,59.0,366.0,188.0,399.0,711.0,707.0,205.0,685.0,364.0,791.0,50583.0,540.0,851.0,188.0,110.0,360.0,350.0,98.0,129.0,0.0,165.0,36.0,5.0,37.0,59
267.0,79.0,179.0,78.0,64.0,78.0,55.0,372.0,171.0,368.0,664.0,693.0,200.0,655.0,350.0,737.0,51489.0,508.0,798.0,185.0,104.0,338.0,339.0,89.0,124.0,0.0,161.0,33.0,5.0,35.0,63
265.0,80.0,166.0,70.0,65.0,68.0,53.0,353.0,156.0,349.0,637.0,621.0,199.0,623.0,332.0,735.0,52046.0,480.0,763.0,173.0,84.0,318.0,339.0,80.0,115.0,0.0,151.0,29.0,3.0,28.0,64
246.0,76.0,154.0,68.0,65.0,66.0,53.0,350.0,147.0,313.0,570.0,573.0,181.0,572.0,313.0,689.0,52346.0,447.0,725.0,158.0,79.0,301.0,326.0,76.0,113.0,0.0,140.0,26.0,2.0,29.0,56
242.0,72.0,138.0,58.0,59.0,62.0,48.0,340.0,135.0,275.0,542.0,513.0,167.0,501.0,292.0,628.0,51510.0,376.0,690.0,155.0,82.0,286.0,303.0,74.0,94.0,0.0,127.0,20.0,2.0,27.0,54
227.0,70.0,124.0,56.0,58.0,60.0,46.0,304.0,123.0,258.0,524.0,449.0,144.0,445.0,468.0,531.0,50781.0,350.0,643.0,149.0,73.0,268.0,294.0,69.0,78.0,0.0,111.0,15.0,0.0,23.0,52
221.0,70.0,106.0,53.0,52.0,55.0,39.0,275.0,108.0,230.0,486.0,392.0,131.0,379.0,448.0,440.0,49764.0,321.0,611.0,145.0,64.0,256.0,276.0,56.0,67.0,0.0,96.0,15.0,0.0,23.0,51
210.0,54.0,92.0,43.0,48.0,48.0,37.0,258.0,86.0,213.0,445.0,352.0,123.0,321.0,433.0,403.0,48741.0,302.0,587.0,143.0,62.0,245.0,265.0,44.0,59.0,0.0,82.0,13.0,0.0,15.0,48
201.0,48.0,77.0,41.0,41.0,41.0,33.0,253.0,74.0,179.0,423.0,326.0,110.0,289.0,412.0,328.0,47539.0,285.0,559.0,139.0,52.0,240.0,251.0,44.0,46.0,0.0,72.0,11.0,0.0,13.0,46
185.0,44.0,63.0,37.0,41.0,38.0,30.0,237.0,68.0,173.0,397.0,277.0,95.0,251.0,401.0,269.0,45815.0,248.0,525.0,118.0,44.0,227.0,240.0,42.0,45.0,0.0,59.0,11.0,0.0,10.0,46
165.0,39.0,51.0,29.0,37.0,33.0,28.0,231.0,64.0,153.0,338.0,245.0,76.0,215.0,379.0,238.0,44218.0,233.0,496.0,105.0,39.0,203.0,224.0,42.0,30.0,0.0,53.0,10.0,0.0,6.0,42
162.0,33.0,43.0,27.0,33.0,28.0,26.0,210.0,61.0,133.0,273.0,197.0,68.0,180.0,369.0,204.0,42213.0,213.0,457.0,91.0,37.0,192.0,213.0,34.0,24.0,0.0,50.0,10.0,0.0,4.0,33
153.0,34.0,41.0,24.0,30.0,28.0,20.0,197.0,58.0,116.0,230.0,169.0,61.0,145.0,351.0,160.0,39511.0,187.0,413.0,84.0,35.0,174.0,200.0,34.0,18.0,0.0,46.0,9.0,0.0,4.0,24
140.0,27.0,36.0,20.0,26.0,25.0,18.0,179.0,50.0,108.0,189.0,122.0,53.0,124.0,335.0,102.0,37344.0,172.0,366.0,76.0,21.0,154.0,187.0,34.0,17.0,0.0,38.0,9.0,0.0,4.0,14
137.0,25.0,24.0,18.0,23.0,19.0,15.0,138.0,47.0,95.0,159.0,117.0,49.0,104.0,315.0,74.0,35371.0,152.0,333.0,71.0,19.0,134.0,173.0,34.0,11.0,0.0,37.0,7.0,0.0,4.0,12
132.0,25.0,22.0,16.0,21.0,19.0,10.0,124.0,45.0,88.0,137.0,73.0,41.0,85.0,298.0,67.0,33169.0,131.0,291.0,60.0,19.0,126.0,152.0,32.0,6.0,0.0,29.0,6.0,0.0,5.0,10
126.0,12.0,18.0,13.0,16.0,19.0,10.0,114.0,44.0,69.0,120.0,54.0,36.0,65.0,247.0,41.0,31009.0,112.0,249.0,50.0,16.0,107.0,144.0,32.0,5.0,0.0,29.0,5.0,0.0,5.0,8
123.0,12.0,17.0,9.0,12.0,19.0,7.0,107.0,40.0,54.0,99.0,34.0,26.0,51.0,242.0,38.0,28775.0,102.0,217.0,42.0,10.0,86.0,132.0,32.0,5.0,0.0,22.0,4.0,0.0,6.0,7
121.0,8.0,14.0,7.0,11.0,19.0,5.0,102.0,36.0,48.0,91.0,20.0,19.0,34.0,180.0,28.0,26874.0,80.0,163.0,38.0,10.0,74.0,114.0,32.0,5.0,0.0,21.0,15.0,0.0,6.0,6
123.0,8.0,13.0,7.0,10.0,19.0,3.0,85.0,36.0,37.0,68.0,11.0,12.0,26.0,140.0,29.0,25559.0,63.0,136.0,35.0,10.0,63.0,97.0,32.0,4.0,0.0,19.0,32.0,0.0,4.0,5
123.0,8.0,11.0,7.0,8.0,18.0,3.0,78.0,29.0,25.0,61.0,11.0,1.0,19.0,131.0,28.0,24166.0,58.0,115.0,34.0,10.0,55.0,85.0,31.0,4.0,0.0,19.0,33.0,0.0,4.0,4
120.0,8.0,11.0,7.0,5.0,16.0,3.0,69.0,28.0,19.0,54.0,6.0,1.0,16.0,116.0,25.0,22472.0,50.0,96.0,29.0,9.0,50.0,75.0,29.0,4.0,0.0,18.0,37.0,0.0,4.0,3
113.0,6.0,11.0,6.0,5.0,16.0,2.0,51.0,27.0,10.0,39.0,6.0,1.0,12.0,58.0,25.0,21255.0,39.0,92.0,22.0,9.0,41.0,73.0,23.0,4.0,0.0,18.0,36.0,0.0,4.0,3
109.0,5.0,11.0,5.0,5.0,14.0,2.0,47.0,25.0,4.0,24.0,6.0,1.0,8.0,39.0,25.0,20017.0,28.0,79.0,18.0,9.0,34.0,61.0,17.0,4.0,0.0,17.0,37.0,0.0,4.0,3
109.0,5.0,11.0,2.0,4.0,14.0,2.0,46.0,24.0,4.0,20.0,6.0,1.0,3.0,34.0,24.0,18639.0,23.0,74.0,14.0,9.0,27.0,51.0,13.0,4.0,0.0,13.0,39.0,0.0,3.0,3
101.0,4.0,10.0,1.0,4.0,13.0,1.0,41.0,23.0,2.0,18.0,6.0,1.0,1.0,26.0,24.0,17463.0,19.0,67.0,11.0,8.0,22.0,41.0,9.0,4.0,0.0,13.0,39.0,0.0,3.0,3
94.0,4.0,8.0,0.0,4.0,13.0,1.0,36.0,22.0,1.0,18.0,6.0,1.0,1.0,21.0,24.0,16233.0,13.0,60.0,9.0,8.0,12.0,36.0,6.0,4.0,0.0,13.0,39.0,0.0,3.0,3
88.0,4.0,8.0,0.0,4.0,12.0,1.0,35.0,28.0,1.0,16.0,6.0,1.0,1.0,19.0,23.0,14830.0,4.0,57.0,9.0,8.0,10.0,28.0,3.0,4.0,0.0,13.0,40.0,0.0,2.0,3
89.0,3.0,8.0,0.0,4.0,11.0,1.0,29.0,29.0,0.0,20.0,6.0,1.0,1.0,19.0,23.0,13506.0,4.0,56.0,9.0,8.0,6.0,23.0,3.0,2.0,0.0,13.0,42.0,0.0,2.0,3
92.0,3.0,8.0,0.0,2.0,10.0,1.0,27.0,30.0,0.0,15.0,6.0,1.0,1.0,14.0,23.0,12656.0,4.0,55.0,4.0,7.0,6.0,23.0,2.0,3.0,0.0,12.0,42.0,0.0,0.0,3
87.0,3.0,8.0,0.0,2.0,5.0,1.0,26.0,33.0,0.0,16.0,6.0,1.0,1.0,15.0,23.0,11796.0,4.0,57.0,5.0,7.0,6.0,20.0,3.0,4.0,0.0,10.0,42.0,0.0,0.0,3
91.0,3.0,8.0,0.0,2.0,3.0,1.0,19.0,35.0,0.0,16.0,6.0,1.0,1.0,15.0,23.0,10873.0,4.0,57.0,3.0,7.0,6.0,15.0,2.0,4.0,0.0,9.0,42.0,0.0,0.0,3
100.0,3.0,8.0,0.0,1.0,3.0,1.0,23.0,37.0,0.0,17.0,6.0,1.0,1.0,14.0,23.0,10118.0,4.0,60.0,3.0,7.0,6.0,4.0,2.0,4.0,0.0,9.0,43.0,0.0,0.0,3
101.0,4.0,8.0,0.0,1.0,4.0,1.0,21.0,45.0,0.0,15.0,6.0,4.0,1.0,14.0,23.0,9418.0,4.0,72.0,4.0,7.0,6.0,5.0,2.0,4.0,0.0,10.0,36.0,0.0,0.0,3
108.0,4.0,8.0,0.0,1.0,4.0,1.0,21.0,53.0,0.0,17.0,6.0,8.0,1.0,15.0,23.0,8854.0,4.0,75.0,4.0,7.0,6.0,6.0,2.0,4.0,0.0,9.0,21.0,0.0,0.0,3
114.0,4.0,9.0,0.0,1.0,2.0,1.0,18.0,66.0,2.0,18.0,6.0,12.0,2.0,16.0,23.0,8367.0,4.0,78.0,4.0,7.0,7.0,7.0,2.0,4.0,0.0,9.0,22.0,0.0,0.0,3
136.0,8.0,9.0,0.0,1.0,3.0,1.0,19.0,75.0,2.0,17.0,6.0,18.0,2.0,16.0,24.0,7918.0,4.0,83.0,4.0,7.0,7.0,7.0,2.0,4.0,0.0,9.0,22.0,0.0,0.0,3
157.0,12.0,9.0,1.0,1.0,3.0,1.0,16.0,84.0,5.0,19.0,6.0,23.0,2.0,16.0,24.0,7477.0,4.0,95.0,4.0,6.0,8.0,9.0,2.0,4.0,0.0,9.0,17.0,0.0,0.0,3
158.0,12.0,9.0,1.0,3.0,3.0,2.0,16.0,103.0,7.0,20.0,6.0,27.0,2.0,17.0,24.0,6990.0,4.0,97.0,4.0,6.0,8.0,11.0,2.0,4.0,0.0,10.0,17.0,0.0,0.0,3
160.0,18.0,9.0,2.0,15.0,4.0,3.0,15.0,120.0,9.0,21.0,6.0,33.0,2.0,19.0,25.0,6600.0,4.0,112.0,4.0,6.0,8.0,11.0,2.0,6.0,0.0,11.0,15.0,0.0,0.0,3
161.0,22.0,9.0,2.0,18.0,4.0,3.0,15.0,134.0,10.0,25.0,6.0,36.0,2.0,20.0,25.0,6069.0,4.0,119.0,4.0,6.0,8.0,12.0,2.0,8.0,0.0,11.0,13.0,0.0,0.0,3
163.0,28.0,9.0,2.0,20.0,8.0,5.0,15.0,151.0,10.0,26.0,6.0,42.0,2.0,20.0,24.0,5703.0,4.0,126.0,4.0,6.0,8.0,12.0,2.0,8.0,0.0,11.0,11.0,0.0,0.0,3
165.0,33.0,9.0,3.0,21.0,10.0,6.0,15.0,158.0,13.0,29.0,6.0,43.0,3.0,20.0,25.0,5231.0,4.0,126.0,4.0,6.0,9.0,14.0,2.0,8.0,0.0,11.0,13.0,0.0,0.0,3
162.0,41.0,11.0,3.0,23.0,12.0,6.0,15.0,160.0,14.0,30.0,6.0,45.0,2.0,20.0,25.0,4912.0,4.0,133.0,4.0,6.0,9.0,14.0,2.0,8.0,0.0,11.0,13.0,0.0,0.0,3
162.0,39.0,11.0,3.0,33.0,15.0,6.0,15.0,168.0,15.0,31.0,6.0,48.0,2.0,21.0,25.0,4648.0,4.0,138.0,4.0,6.0,9.0,14.0,2.0,9.0,0.0,11.0,13.0,0.0,0.0,3
162.0,41.0,13.0,4.0,37.0,16.0,6.0,15.0,175.0,15.0,31.0,6.0,47.0,2.0,21.0,25.0,4476.0,4.0,144.0,4.0,6.0,9.0,15.0,2.0,10.0,0.0,13.0,11.0,0.0,0.0,3
158.0,41.0,15.0,4.0,43.0,17.0,6.0,19.0,179.0,16.0,30.0,6.0,46.0,2.0,22.0,25.0,4331.0,5.0,142.0,2.0,6.0,9.0,17.0,2.0,11.0,0.0,13.0,11.0,0.0,0.0,3
150.0,40.0,16.0,4.0,43.0,17.0,6.0,20.0,178.0,19.0,32.0,6.0,49.0,2.0,24.0,25.0,4190.0,5.0,146.0,2.0,6.0,9.0,18.0,2.0,12.0,0.0,11.0,11.0,0.0,0.0,3
147.0,36.0,16.0,4.0,43.0,16.0,6.0,22.0,173.0,19.0,33.0,6.0,49.0,2.0,23.0,25.0,4041.0,5.0,138.0,2.0,6.0,9.0,19.0,2.0,12.0,0.0,11.0,7.0,0.0,0.0,3
145.0,36.0,17.0,5.0,43.0,16.0,6.0,35.0,148.0,18.0,33.0,6.0,47.0,2.0,24.0,25.0,3858.0,5.0,137.0,2.0,6.0,9.0,19.0,2.0,12.0,0.0,11.0,7.0,0.0,0.0,3
144.0,36.0,17.0,5.0,44.0,14.0,6.0,55.0,147.0,18.0,34.0,6.0,45.0,2.0,25.0,24.0,3789.0,5.0,137.0,2.0,6.0,9.0,19.0,2.0,12.0,0.0,10.0,7.0,0.0,0.0,3
139.0,29.0,15.0,5.0,47.0,14.0,6.0,75.0,132.0,18.0,35.0,6.0,46.0,2.0,26.0,24.0,3730.0,5.0,132.0,2.0,6.0,9.0,19.0,2.0,11.0,0.0,10.0,7.0,0.0,0.0,3
133.0,28.0,15.0,29.0,50.0,13.0,5.0,99.0,125.0,18.0,34.0,6.0,43.0,2.0,28.0,24.0,3661.0,5.0,125.0,2.0,6.0,9.0,19.0,2.0,11.0,0.0,10.0,6.0,0.0,0.0,3
124.0,30.0,14.0,32.0,47.0,12.0,5.0,139.0,130.0,18.0,32.0,7.0,43.0,2.0,27.0,24.0,3616.0,5.0,116.0,2.0,6.0,9.0,19.0,2.0,11.0,0.0,10.0,4.0,0.0,0.0,3
119.0,25.0,14.0,34.0,49.0,12.0,3.0,168.0,120.0,17.0,32.0,7.0,40.0,1.0,27.0,24.0,3567.0,5.0,110.0,2.0,6.0,9.0,14.0,2.0,11.0,0.0,10.0,4.0,0.0,0.0,3
115.0,22.0,14.0,37.0,76.0,12.0,2.0,191.0,117.0,16.0,31.0,7.0,34.0,1.0,27.0,24.0,3539.0,5.0,111.0,2.0,6.0,9.0,13.0,2.0,10.0,0.0,8.0,4.0,0.0,0.0,3
110.0,22.0,14.0,37.0,106.0,9.0,3.0,214.0,161.0,15.0,29.0,7.0,31.0,1.0,27.0,23.0,3522.0,5.0,109.0,2.0,6.0,9.0,13.0,2.0,10.0,0.0,8.0,4.0,0.0,0.0,3
105.0,20.0,14.0,38.0,107.0,9.0,4.0,270.0,172.0,15.0,28.0,7.0,27.0,1.0,26.0,23.0,3465.0,5.0,101.0,2.0,6.0,9.0,12.0,2.0,10.0,0.0,8.0,4.0,0.0,0.0,3
98.0,17.0,13.0,38.0,99.0,7.0,4.0,349.0,150.0,12.0,25.0,7.0,24.0,1.0,25.0,22.0,3440.0,5.0,106.0,2.0,6.0,9.0,12.0,2.0,9.0,0.0,8.0,3.0,0.0,0.0,3
95.0,14.0,13.0,51.0,96.0,7.0,6.0,371.0,137.0,11.0,24.0,7.0,22.0,1.0,23.0,22.0,3401.0,5.0,104.0,2.0,6.0,9.0,10.0,2.0,8.0,0.0,5.0,3.0,0.0,0.0,3
90.0,14.0,13.0,59.0,99.0,5.0,6.0,390.0,139.0,11.0,24.0,7.0,20.0,1.0,23.0,22.0,3368.0,5.0,100.0,2.0,6.0,9.0,8.0,2.0,8.0,0.0,5.0,2.0,0.0,0.0,3
84.0,16.0,12.0,62.0,90.0,6.0,5.0,401.0,116.0,10.0,22.0,7.0,20.0,1.0,26.0,22.0,4641.0,5.0,102.0,2.0,6.0,9.0,8.0,2.0,7.0,0.0,4.0,2.0,0.0,0.0,3
84.0,16.0,12.0,62.0,89.0,4.0,5.0,420.0,116.0,10.0,22.0,7.0,19.0,1.0,22.0,22.0,4634.0,4.0,97.0,2.0,6.0,9.0,8.0,2.0,7.0,0.0,4.0,2.0,0.0,0.0,3
83.0,15.0,12.0,62.0,89.0,4.0,7.0,426.0,114.0,10.0,21.0,7.0,16.0,1.0,22.0,22.0,4621.0,4.0,90.0,2.0,6.0,9.0,7.0,2.0,6.0,0.0,4.0,2.0,0.0,0.0,3
79.0,15.0,11.0,62.0,90.0,3.0,7.0,433.0,108.0,10.0,19.0,7.0,16.0,1.0,22.0,22.0,4617.0,4.0,87.0,2.0,6.0,9.0,7.0,2.0,6.0,0.0,4.0,2.0,0.0,0.0,3
77.0,13.0,11.0,57.0,86.0,3.0,9.0,438.0,108.0,9.0,17.0,7.0,14.0,1.0,22.0,22.0,4614.0,4.0,81.0,2.0,6.0,9.0,7.0,2.0,6.0,0.0,24.0,2.0,0.0,0.0,3
75.0,13.0,11.0,57.0,86.0,3.0,8.0,442.0,105.0,8.0,16.0,7.0,13.0,1.0,21.0,22.0,4609.0,4.0,71.0,2.0,6.0,9.0,5.0,2.0,6.0,0.0,26.0,2.0,0.0,0.0,3
71.0,10.0,11.0,55.0,86.0,3.0,9.0,438.0,107.0,8.0,14.0,7.0,13.0,1.0,21.0,22.0,4581.0,4.0,66.0,2.0,6.0,9.0,4.0,2.0,6.0,0.0,26.0,2.0,0.0,0.0,3
69.0,11.0,11.0,55.0,86.0,3.0,9.0,443.0,94.0,7.0,12.0,6.0,9.0,1.0,21.0,22.0,4559.0,4.0,57.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,26.0,2.0,0.0,0.0,3
68.0,9.0,10.0,48.0,83.0,3.0,10.0,421.0,83.0,7.0,12.0,6.0,6.0,1.0,20.0,22.0,4535.0,4.0,51.0,2.0,6.0,6.0,3.0,2.0,5.0,0.0,33.0,2.0,0.0,0.0,3
68.0,8.0,10.0,43.0,77.0,3.0,10.0,424.0,74.0,7.0,11.0,6.0,6.0,1.0,20.0,22.0,4524.0,4.0,44.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,33.0,2.0,0.0,0.0,3
68.0,8.0,10.0,40.0,69.0,3.0,11.0,380.0,61.0,7.0,10.0,6.0,6.0,1.0,19.0,22.0,4512.0,4.0,45.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,33.0,2.0,0.0,0.0,3
55.0,8.0,10.0,37.0,54.0,3.0,11.0,353.0,60.0,7.0,7.0,6.0,6.0,1.0,19.0,22.0,4512.0,4.0,40.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,53.0,2.0,0.0,0.0,3
55.0,7.0,10.0,37.0,53.0,3.0,11.0,352.0,48.0,6.0,6.0,6.0,3.0,1.0,16.0,22.0,4512.0,4.0,34.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,53.0,2.0,0.0,0.0,3
51.0,7.0,10.0,33.0,50.0,3.0,12.0,352.0,48.0,5.0,5.0,6.0,2.0,1.0,15.0,22.0,4512.0,4.0,31.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,53.0,2.0,0.0,0.0,3
46.0,6.0,10.0,25.0,49.0,3.0,10.0,339.0,40.0,3.0,4.0,6.0,3.0,1.0,15.0,22.0,4512.0,4.0,23.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,52.0,2.0,0.0,0.0,3
46.0,5.0,10.0,21.0,47.0,2.0,10.0,340.0,40.0,3.0,3.0,6.0,3.0,1.0,15.0,22.0,4512.0,4.0,21.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,51.0,2.0,0.0,0.0,3
42.0,4.0,10.0,22.0,47.0,2.0,9.0,324.0,38.0,3.0,3.0,6.0,3.0,1.0,15.0,22.0,4512.0,4.0,21.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,46.0,2.0,0.0,0.0,3
40.0,4.0,10.0,18.0,45.0,2.0,9.0,287.0,36.0,3.0,3.0,6.0,3.0,1.0,15.0,22.0,4512.0,4.0,19.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,43.0,2.0,0.0,0.0,3
39.0,4.0,8.0,8.0,41.0,2.0,9.0,191.0,36.0,3.0,1.0,6.0,3.0,1.0,15.0,22.0,4512.0,4.0,17.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,43.0,2.0,0.0,0.0,3
38.0,4.0,8.0,5.0,34.0,2.0,9.0,161.0,36.0,3.0,1.0,6.0,3.0,1.0,13.0,22.0,4512.0,4.0,8.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,44.0,2.0,0.0,0.0,3
36.0,4.0,8.0,4.0,30.0,2.0,9.0,151.0,34.0,2.0,1.0,6.0,2.0,1.0,13.0,22.0,4512.0,4.0,14.0,2.0,6.0,6.0,3.0,2.0,4.0,0.0,42.0,2.0,0.0,0.0,3
33.0,5.0,8.0,3.0,29.0,2.0,9.0,129.0,34.0,1.0,1.0,6.0,2.0,1.0,12.0,22.0,4512.0,4.0,14.0,2.0,6.0,6.0,3.0,2.0,3.0,0.0,40.0,2.0,0.0,0.0,3
30.0,5.0,8.0,2.0,26.0,2.0,8.0,109.0,31.0,1.0,1.0,6.0,2.0,1.0,12.0,22.0,4512.0,4.0,13.0,2.0,6.0,6.0,3.0,2.0,3.0,0.0,16.0,2.0,0.0,0.0,3
28.0,5.0,7.0,1.0,17.0,3.0,19.0,53.0,32.0,1.0,1.0,6.0,2.0,1.0,12.0,22.0,4513.0,4.0,13.0,2.0,6.0,6.0,3.0,2.0,2.0,0.0,15.0,2.0,0.0,0.0,3
25.0,5.0,7.0,1.0,21.0,3.0,22.0,41.0,32.0,0.0,1.0,6.0,2.0,1.0,11.0,22.0,4518.0,4.0,12.0,2.0,6.0,6.0,3.0,2.0,2.0,0.0,14.0,2.0,0.0,0.0,3
22.0,5.0,7.0,1.0,21.0,3.0,22.0,21.0,28.0,0.0,1.0,6.0,2.0,1.0,11.0,22.0,4518.0,4.0,11.0,2.0,6.0,6.0,3.0,2.0,2.0,0.0,12.0,2.0,0.0,0.0,3
20.0,5.0,7.0,0.0,19.0,3.0,25.0,16.0,27.0,0.0,1.0,6.0,2.0,1.0,11.0,22.0,4518.0,4.0,11.0,2.0,6.0,6.0,3.0,2.0,2.0,0.0,11.0,2.0,0.0,0.0,3
